translation_key,priority,scope,layer_id,source_file,feature_ids,field,target_field,original_ko,auto_en,review_en,needs_review,auto_method,occurrences,context_hanja,context_name,context_type
feature:cbb5b593ffcf,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_013,현재 위치 기초 단위,present_locality_en,푸저우시_민칭현,"Minqing County, Fuzhou City","Minqing County, Fuzhou City",yes,reverse_geocode_osm_nominatim,1,閩淸縣,민청현,행정 지명(치소)
value:915e4570c405,core,subtype,mg_points,mg_points.geojson,MS_001; MS_002; MS_003,소분류,subtype_en,고개,Mountain Pass,Mountain Pass,no,exact_map,3,西陽嶺,서양령,산계 지명
value:c1ae31ae3b18,optional,layer_title,mg_points,mg_points.geojson,MS_001; MS_002; MS_003,_layer_title,layer_title_en,산계 지명,Mountain System,Mountain System,no,exact_map,3,西陽嶺,서양령,산계 지명
value:5c5a9de8efc8,core,category,mg_points,mg_points.geojson,MS_001; MS_002; MS_003,대분류,major_category_en,산계 지명,"Mountain System","Mountain System",no,exact_map,3,西陽嶺,서양령,산계 지명
feature:ef98def65fef,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_029,현재 위치 기초 단위,present_locality_en,자싱시_난후구,"Nanhu District, Jiaxing City","Nanhu District, Jiaxing City",yes,reverse_geocode_osm_nominatim,1,嘉興府,가흥부,행정 지명(치소)
feature:58d047351a96,context,present_locality,hg_points,hg_points.geojson,HG_001,현재 위치 기초 단위,present_locality_en,타이난시_베이구,"North District, Tainan City","North District, Tainan City",yes,reverse_geocode_osm_nominatim,1,大北門(臺灣府),대북문(대만부),인문 지명
feature:0cb764fa8c68,core,note,route_points,route_points.geojson,5,NOTE,note_en,1796년 12월 10일 관리 접견,"Official reception on December 10, 1796","Official reception on December 10, 1796",yes,exact_map,1,,대만부 체류,체류지
value:41727219be6e,core,subtype,ad_ja_points,ad_ja_points.geojson,AD_JA_001; AD_JA_002; AD_JD_056,소분류,subtype_en,기타 행정/군사시설,Other Administrative / Military Facility,Other Administrative / Military Facility,no,exact_map,3,東衛,동위,특수행정 지명
value:7d1301c1560e,core,subtype,ad_ja_points,ad_ja_points.geojson,AD_JA_006,소분류,subtype_en,기타 행정시설,"Other Administrative Facility","Other Administrative Facility",no,exact_map,1,馬巷廳,마항청,특수행정 지명
feature:ee49a8b51320,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_038,현재 위치 기초 단위,present_locality_en,주장시_펑저현,"Pengze County, Jiujiang City","Pengze County, Jiujiang City",yes,reverse_geocode_osm_nominatim,1,彭澤縣,팽택현,행정 지명(치소)
feature:e559ecfefd02,core,name,route_points,route_points.geojson,9,NM_KOR,name_en,동정호 방문 제안,"Proposal to Visit Dongting Lake","Proposal to Visit Dongting Lake",yes,exact_map,1,,동정호 방문 제안,분기
feature:1d8519e490fe,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_018,현재 위치 기초 단위,present_locality_en,난핑시_푸청현,"Pucheng County, Nanping City","Pucheng County, Nanping City",yes,reverse_geocode_osm_nominatim,1,浦城縣,포성현,행정 지명(치소)
feature:b4de8bd7078b,context,present_locality,mg_points,mg_points.geojson,MS_001,현재 위치 기초 단위,present_locality_en,난핑시_푸청현,"Pucheng County, Nanping City","Pucheng County, Nanping City",yes,reverse_geocode_osm_nominatim,1,西陽嶺,서양령,산계 지명
feature:b8ec16f6e041,context,present_locality,tg_points,tg_points.geojson,TS_009,현재 위치 기초 단위,present_locality_en,난핑시_푸청현,"Pucheng County, Nanping City","Pucheng County, Nanping City",yes,reverse_geocode_osm_nominatim,1,人和驛,인화역,교통 지명
feature:fac1f55ea711,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_064,현재 위치 기초 단위,present_locality_en,더저우시_치허현,"Qihe County, Dezhou City","Qihe County, Dezhou City",yes,reverse_geocode_osm_nominatim,1,濟河縣,제하현,행정 지명(치소)
feature:3f73d8e0d0e8,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_052,현재 위치 기초 단위,present_locality_en,화이안시_칭장푸구,"Qingjiangpu District, Huai'an City","Qingjiangpu District, Huai'an City",yes,reverse_geocode_osm_nominatim,1,淮安府,회안부,행정 지명(치소)
feature:656e2fcd37bc,context,present_locality,wg_points,wg_points.geojson,WS_006,현재 위치 기초 단위,present_locality_en,화이안시_칭허구,"Qingjiangpu District, Huai'an City","Qingjiangpu District, Huai'an City",yes,reverse_geocode_osm_nominatim,1,淸江阜,청강부,수계 지명
value:6417036f80af,core,subtype,tg_points,tg_points.geojson,TS_003; TS_006; TS_007; TS_008; TS_009; TS_011; TS_013; TS_014; TS_016; TS_018; TS_019,소분류,subtype_en,역참,"Relay Station","Relay Station",no,exact_map,11,黃田驛,황전역,교통 지명
feature:dd37df3cbfde,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_072,현재 위치 기초 단위,present_locality_en,창저우시_런추시,"Renqiu City, Cangzhou City","Renqiu City, Cangzhou City",yes,reverse_geocode_osm_nominatim,1,任丘縣,임구현,행정 지명(치소)
value:9c6f98dd53e9,core,subtype,wg_points,wg_points.geojson,WS_001,소분류,subtype_en,하천,"River","River",no,exact_map,1,八里江,팔리강,수계 지명
feature:429f73f400ec,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_033,현재 위치 기초 단위,present_locality_en,전장시_룬저우구,"Runzhou District, Zhenjiang City","Runzhou District, Zhenjiang City",yes,reverse_geocode_osm_nominatim,1,鎭江府,진강부,행정 지명(치소)
feature:cc86650c8255,context,present_locality,hg_points,hg_points.geojson,HG_010,현재 위치 기초 단위,present_locality_en,전장시_룬저우구,"Runzhou District, Zhenjiang City","Runzhou District, Zhenjiang City",yes,reverse_geocode_osm_nominatim,1,金山寺,금산사,인문 지명
feature:b5687322d7d2,context,present_locality,wg_points,wg_points.geojson,WS_005,현재 위치 기초 단위,present_locality_en,전장시_룬저우구,"Runzhou District, Zhenjiang City","Runzhou District, Zhenjiang City",yes,reverse_geocode_osm_nominatim,1,瓜洲,과주,수계 지명
value:26e68e13ee93,core,subtype,wg_points,wg_points.geojson,WS_005,소분류,subtype_en,모래톱,"Sandbar","Sandbar",no,exact_map,1,瓜洲,과주,수계 지명
feature:93330ad6c818,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_063,현재 위치 기초 단위,present_locality_en,지난시_스중구,"Shizhong District, Jinan City","Shizhong District, Jinan City",yes,reverse_geocode_osm_nominatim,1,濟南府,제남부,행정 지명(치소)
feature:425465754493,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_056,현재 위치 기초 단위,present_locality_en,쑤첸시_쓰양현,"Siyang County, Suqian City","Siyang County, Suqian City",yes,reverse_geocode_osm_nominatim,1,衆興集,중흥집,특수행정 지명
feature:759b5d41618e,core,name,route_points,route_points.geojson,2,NM_KOR,name_en,동위 체류,Stay at Dongwei,Stay at Dongwei,yes,exact_map,1,,동위 체류,체류지
feature:c85a2c045187,core,name,route_points,route_points.geojson,3,NM_KOR,name_en,마궁 체류,Stay at Magong,Stay at Magong,yes,exact_map,1,,마궁 체류,체류지
feature:2ddd9b9de9f4,core,name,route_points,route_points.geojson,5,NM_KOR,name_en,대만부 체류,Stay at Taiwan Fu,Stay at Taiwan Fu,yes,exact_map,1,,대만부 체류,체류지
feature:0e731868b1b8,core,name,route_points,route_points.geojson,6,NM_KOR,name_en,동안현 체류,Stay at Tongan Xian,Stay at Tongan Xian,yes,exact_map,1,,동안현 체류,체류지
feature:5dad6b9ce9df,core,name,route_points,route_points.geojson,4,NM_KOR,name_en,협진아문 체류,Stay at Xiezhen Yamen,Stay at Xiezhen Yamen,yes,exact_map,1,,협진아문 체류,체류지
feature:a05ce6b2d367,core,note,route_points,route_points.geojson,3,NOTE,note_en,체류 기간: 10일,Stay duration: 10 days,Stay duration: 10 days,yes,exact_map,1,,마궁 체류,체류지
feature:7efe4254c7de,core,note,route_points,route_points.geojson,2,NOTE,note_en,체류 기간: 6~7일,"Stay duration: 6-7 days","Stay duration: 6-7 days",yes,exact_map,1,,동위 체류,체류지
feature:7b21eda6277a,core,note,route_points,route_points.geojson,4,NOTE,note_en,체류 기간: 약 한 달,Stay duration: about one month,Stay duration: about one month,yes,exact_map,1,,협진아문 체류,체류지
feature:e00f1549e78e,core,note,route_points,route_points.geojson,7,NOTE,note_en,체류 기간: 두 달 6일 (1797년 1월 5일부터 3월 11일 또는 12일까지),"Stay duration: two months and 6 days (from January 5, 1797 to March 11 or 12)","Stay duration: two months and 6 days (from January 5, 1797 to March 11 or 12)",yes,exact_map,1,,복건성 내 체류,체류지
feature:fcc64655a317,core,name,route_points,route_points.geojson,7,NM_KOR,name_en,복건성 내 체류,Stay in Fujian Province,Stay in Fujian Province,yes,exact_map,1,,복건성 내 체류,체류지
value:71c242f085f4,core,type,route_points,route_points.geojson,2; 3; 4; 5; 6; 7,TYPE_NAME,type_en,체류지,"Stay Point","Stay Point",no,exact_map,6,,동위 체류,체류지
feature:5a784512560e,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_062,현재 위치 기초 단위,present_locality_en,타이안시_타이샨구,"Taishan District, Tai'an City","Taishan District, Tai'an City",yes,reverse_geocode_osm_nominatim,1,泰安府,태안부,행정 지명(치소)
value:87638fb7e6ff,context,present_region,ad_ja_points,ad_ja_points.geojson,AD_JA_001; AD_JA_002; AD_JA_003; AD_JA_004; HG_001,현재 위치 광역 단위,present_region_en,대만,"Taiwan","Taiwan",yes,exact_map,5,東衛,동위,특수행정 지명
feature:bcb8a7ffd9ec,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_058,현재 위치 기초 단위,present_locality_en,린이시_탄청현,"Tancheng County, Linyi City","Tancheng County, Linyi City",yes,reverse_geocode_osm_nominatim,1,郯城縣,담성현,행정 지명(치소)
feature:c3e31a214b33,context,present_locality,tg_points,tg_points.geojson,TS_014,현재 위치 기초 단위,present_locality_en,린이시_탄청현,"Tancheng County, Linyi City","Tancheng County, Linyi City",yes,reverse_geocode_osm_nominatim,1,李家庄驛,이가장역,교통 지명
value:a5095790e5c8,optional,layer_title,county_points,county_points.geojson,200001; 95008; 95011; 95027; 95037; 95048; 95054; 95059; 95067; 95074; 95090; 95113,_layer_title,layer_title_en,시계열 현급 행정 지점,"Time-series County Seats","Time-series County Seats",no,exact_map,1695,保德州,Baode Zhou,州
feature:c52a02e9664c,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_005,현재 위치 기초 단위,present_locality_en,샤먼시_퉁안구,"Tong'an District, Xiamen City","Tong'an District, Xiamen City",yes,reverse_geocode_osm_nominatim,1,同安縣,동안현,행정 지명(치소)
feature:73798d0fa190,context,present_locality,hg_points,hg_points.geojson,HG_002,현재 위치 기초 단위,present_locality_en,샤먼시_퉁안구,"Tong'an District, Xiamen City","Tong'an District, Xiamen City",yes,reverse_geocode_osm_nominatim,1,同安縣學,동안현학,인문 지명
feature:210979ab38e9,context,present_locality,hg_points,hg_points.geojson,HG_005,현재 위치 기초 단위,present_locality_en,항저우시_퉁루현,"Tonglu County, Hangzhou City","Tonglu County, Hangzhou City",yes,reverse_geocode_osm_nominatim,1,釣臺,조대,인문 지명
feature:cf87e44cf380,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_028,현재 위치 기초 단위,present_locality_en,자싱시_퉁샹시,"Tongxiang City, Jiaxing City","Tongxiang City, Jiaxing City",yes,reverse_geocode_osm_nominatim,1,石門縣,석문현,행정 지명(치소)
value:b3dffd566119,optional,layer_title,tg_points,tg_points.geojson,TS_001; TS_002; TS_003; TS_006; TS_007; TS_008; TS_009; TS_011; TS_012; TS_013; TS_014; TS_016,_layer_title,layer_title_en,교통 지명,Transport System,Transport System,no,exact_map,14,洛陽橋,낙양교,교통 지명
value:146c7303308c,core,category,tg_points,tg_points.geojson,TS_001; TS_002; TS_003; TS_006; TS_007; TS_008; TS_009; TS_011; TS_012; TS_013; TS_014; TS_016,대분류,major_category_en,교통 지명,Transport System,Transport System,no,exact_map,14,洛陽橋,낙양교,교통 지명
value:2b5fbc7fdc1c,optional,layer_title,wg_points,wg_points.geojson,WS_001; WS_002; WS_004; WS_005; WS_006,_layer_title,layer_title_en,수계 지명,Water System,Water System,no,exact_map,5,八里江,팔리강,수계 지명
value:f11d368f1787,core,category,wg_points,wg_points.geojson,WS_001; WS_002; WS_004; WS_005; WS_006,대분류,major_category_en,수계 지명,"Water System","Water System",no,exact_map,5,八里江,팔리강,수계 지명
feature:c8728f872d5f,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_041,현재 위치 기초 단위,present_locality_en,우한시_우창구,"Wuchang District, Wuhan City","Wuchang District, Wuhan City",yes,reverse_geocode_osm_nominatim,1,武昌府,무창부,행정 지명(치소)
feature:a7261202a678,context,present_locality,hg_points,hg_points.geojson,HG_007,현재 위치 기초 단위,present_locality_en,쑤저우시_우종구,"Wuzhong District, Suzhou City","Wuzhong District, Suzhou City",yes,reverse_geocode_osm_nominatim,1,姑蘇臺,고소대,인문 지명
feature:34a59dae9109,context,present_locality,wg_points,wg_points.geojson,WS_004,현재 위치 기초 단위,present_locality_en,쑤저우시_우중구,"Wuzhong District, Suzhou City","Wuzhong District, Suzhou City",yes,reverse_geocode_osm_nominatim,1,太湖,태호,수계 지명
feature:7c7d3c13c966,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_070,현재 위치 기초 단위,present_locality_en,창저우시_셴현,"Xian County, Cangzhou City","Xian County, Cangzhou City",yes,reverse_geocode_osm_nominatim,1,獻縣,헌현,행정 지명(치소)
feature:693ed9662d98,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_006,현재 위치 기초 단위,present_locality_en,샤먼시_샹안구,"Xiang'an District, Xiamen City","Xiang'an District, Xiamen City",yes,reverse_geocode_osm_nominatim,1,馬巷廳,마항청,특수행정 지명
feature:6859c37cc1ec,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_061,현재 위치 기초 단위,present_locality_en,타이안시_신타이시,"Xintai City, Tai'an City","Xintai City, Tai'an City",yes,reverse_geocode_osm_nominatim,1,新太縣,신태현,행정 지명(치소)
feature:0716ab5dd276,context,present_locality,tg_points,tg_points.geojson,TS_018,현재 위치 기초 단위,present_locality_en,타이안시_신타이시,"Xintai City, Tai'an City","Xintai City, Tai'an City",yes,reverse_geocode_osm_nominatim,1,羊流店,양류점,교통 지명
feature:fdaebf95062e,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_073,현재 위치 기초 단위,present_locality_en,바오딩시_슝현,"Xiong County, Xiong'an New Area","Xiong County, Xiong'an New Area",yes,reverse_geocode_osm_nominatim,1,雄縣,웅현,행정 지명(치소)
feature:b3886e27b06f,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_039,현재 위치 기초 단위,present_locality_en,"주장시_쉰양구","Xunyang District, Jiujiang City","Xunyang District, Jiujiang City",yes,reverse_geocode_osm_nominatim,1,九江府,구강부,행정 지명(치소)
feature:5f1f34e275f7,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_015,현재 위치 기초 단위,present_locality_en,난핑시_옌핑구,"Yanping District, Nanping City","Yanping District, Nanping City",yes,reverse_geocode_osm_nominatim,1,南平縣,남평현,행정 지명(치소)
feature:c92aecc472ee,context,present_locality,tg_points,tg_points.geojson,TS_006,현재 위치 기초 단위,present_locality_en,난핑시_옌핑구,"Yanping District, Nanping City","Yanping District, Nanping City",yes,reverse_geocode_osm_nominatim,1,大王館,대왕관,교통 지명
feature:62222d6b9dd1,core,note,route_points,route_points.geojson,8,NOTE,note_en,이방익 일행의 신분이 표류민으로 확정됨,"Yi Bang-ik and his party were confirmed as castaways","Yi Bang-ik and his party were confirmed as castaways",yes,exact_map,1,,표류민 신분 확정,분기
feature:3849cbedeed9,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_035,현재 위치 기초 단위,present_locality_en,통링시_이안구,"Yi'an District, Tongling City","Yi'an District, Tongling City",yes,reverse_geocode_osm_nominatim,1,銅陵縣,동릉현,행정 지명(치소)
feature:a8ba4b999e1a,context,present_locality,tg_points,tg_points.geojson,TS_016,현재 위치 기초 단위,present_locality_en,린이시_이난현,"Yinan County, Linyi City","Yinan County, Linyi City",yes,reverse_geocode_osm_nominatim,1,徐公店驛,서공점역,교통 지명
feature:7a6c2d1f4f4f,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_065,현재 위치 기초 단위,present_locality_en,더저우시_위청시,"Yucheng City, Dezhou City","Yucheng City, Dezhou City",yes,reverse_geocode_osm_nominatim,1,禹城縣,우성현,행정 지명(치소)
feature:6c1f54904082,context,present_locality,wg_points,wg_points.geojson,WS_002,현재 위치 기초 단위,present_locality_en,웨양시,"Yueyang County","Yueyang County",yes,reverse_geocode_osm_nominatim,1,洞庭湖,동정호,수계 지명
feature:88c0562a6040,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_043,현재 위치 기초 단위,present_locality_en,웨양시_웨양현,"Yueyanglou District, Yueyang City","Yueyanglou District, Yueyang City",yes,reverse_geocode_osm_nominatim,1,岳州府,악주부,행정 지명(치소)
feature:3e092c340f3f,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JA_031,현재 위치 기초 단위,present_locality_en,창저우시_톈닝구,"Zhonglou District, Changzhou City","Zhonglou District, Changzhou City",yes,reverse_geocode_osm_nominatim,1,常州府,상주부,행정 지명(치소)
feature:0aca35a7b5e9,context,present_locality,ad_ja_points,ad_ja_points.geojson,AD_JD_075,현재 위치 기초 단위,present_locality_en,바오딩시_줘저우시,"Zhuozhou City, Baoding City","Zhuozhou City, Baoding City",yes,reverse_geocode_osm_nominatim,1,涿州,탁주,행정 지명(치소)
feature:cca9a0b407ee,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_032,한국어이름,name_en,단양현,丹陽縣,丹陽縣,yes,hanja_placeholder,1,丹陽縣,단양현,행정 지명(치소)
feature:f491359d0489,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_039,한국어이름,name_en,구강부,九江府,九江府,yes,hanja_placeholder,1,九江府,구강부,행정 지명(치소)
feature:4d85903fda67,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_069,한국어이름,name_en,교하현,交河縣,交河縣,yes,hanja_placeholder,1,交河縣,교하현,행정 지명(치소)
feature:5358e99b595a,core,place_name,tg_points,tg_points.geojson,TS_009,한국어이름,name_en,인화역,人和驛,人和驛,yes,hanja_placeholder,1,人和驛,인화역,교통 지명
feature:a23baaeca53a,core,place_name,mg_points,mg_points.geojson,MS_002,한국어이름,name_en,선하령,仙霞嶺,仙霞嶺,yes,hanja_placeholder,1,仙霞嶺,선하령,산계 지명
feature:833d16a59bc9,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_072,한국어이름,name_en,임구현,任丘縣,任丘縣,yes,hanja_placeholder,1,任丘縣,임구현,행정 지명(치소)
feature:72b5529af8b0,core,place_name,wg_points,wg_points.geojson,WS_001,한국어이름,name_en,팔리강,八里江,八里江,yes,hanja_placeholder,1,八里江,팔리강,수계 지명
feature:fa6fb94a555c,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_077,한국어이름,name_en,북경,北京,北京,yes,hanja_placeholder,1,北京,북경,행정 지명(치소)
feature:0e9ad6876fab,core,place_name,tg_points,tg_points.geojson,TS_012,한국어이름,name_en,북신관,北新關,北新關,yes,hanja_placeholder,1,北新關,북신관,교통 지명
feature:52aa5453fe89,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_003,한국어이름,name_en,협진아문,協鎭衙門,協鎭衙門,yes,hanja_placeholder,1,協鎭衙門,협진아문,특수행정 지명
feature:00a5817c4a1e,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_015,한국어이름,name_en,남평현,南平縣,南平縣,yes,hanja_placeholder,1,南平縣,남평현,행정 지명(치소)
feature:40f7a1a1ed86,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_005,한국어이름,name_en,동안현,同安縣,同安縣,yes,hanja_placeholder,1,同安縣,동안현,행정 지명(치소)
feature:4c5f6c564bfc,core,place_name,hg_points,hg_points.geojson,HG_002,한국어이름,name_en,동안현학,同安縣學,同安縣學,yes,hanja_placeholder,1,同安縣學,동안현학,인문 지명
feature:6173f6827939,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_029,한국어이름,name_en,가흥부,嘉興府,嘉興府,yes,hanja_placeholder,1,嘉興府,가흥부,행정 지명(치소)
feature:4d30c686ebe6,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_042,한국어이름,name_en,가어현,嘉魚縣,嘉魚縣,yes,hanja_placeholder,1,嘉魚縣,가어현,행정 지명(치소)
feature:d45d3c72e3eb,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_023,한국어이름,name_en,엄주부,嚴州府,嚴州府,yes,hanja_placeholder,1,嚴州府,엄주부,행정 지명(치소)
feature:005ade2571e4,core,place_name,hg_points,hg_points.geojson,HG_001,한국어이름,name_en,대북문(대만부),大北門(臺灣府),大北門(臺灣府),yes,hanja_placeholder,1,大北門(臺灣府),대북문(대만부),인문 지명
feature:c9162dfcbb1e,core,place_name,hg_points,hg_points.geojson,HG_006,한국어이름,name_en,대선사,大善寺,大善寺,yes,hanja_placeholder,1,大善寺,대선사,인문 지명
feature:77b7b252bf06,core,place_name,tg_points,tg_points.geojson,TS_006,한국어이름,name_en,대왕관,大王館,大王館,yes,hanja_placeholder,1,大王館,대왕관,교통 지명
feature:5c7b44b470ff,core,place_name,tg_points,tg_points.geojson,TS_007,한국어이름,name_en,태평역,太平驛,太平驛,yes,hanja_placeholder,1,太平驛,태평역,교통 지명
feature:e2b6a2b59632,core,place_name,wg_points,wg_points.geojson,WS_004,한국어이름,name_en,태호,太湖,太湖,yes,hanja_placeholder,1,太湖,태호,수계 지명
feature:04d9caef18e2,core,place_name,hg_points,hg_points.geojson,HG_007,한국어이름,name_en,고소대,姑蘇臺,姑蘇臺,yes,hanja_placeholder,1,姑蘇臺,고소대,인문 지명
feature:6934d1faa146,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_002,한국어이름,name_en,마궁,媽宮,媽宮,yes,hanja_placeholder,1,媽宮,마궁,특수행정 지명
feature:c889908b8a2b,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_036,한국어이름,name_en,안경부,安慶府,安慶府,yes,hanja_placeholder,1,安慶府,안경부,행정 지명(치소)
feature:6c6a303b0a17,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_026,한국어이름,name_en,부양현,富陽縣,富陽縣,yes,hanja_placeholder,1,富陽縣,부양현,행정 지명(치소)
feature:5fc60a12f7c1,core,place_name,hg_points,hg_points.geojson,HG_009,한국어이름,name_en,한산사,寒山寺,寒山寺,yes,hanja_placeholder,1,寒山寺,한산사,인문 지명
feature:c5659d7a73d4,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_051,한국어이름,name_en,보응현,寶應縣,寶應縣,yes,hanja_placeholder,1,寶應縣,보응현,행정 지명(치소)
feature:2aad62510325,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_053,한국어이름,name_en,산양현,山陽縣,山陽縣,yes,hanja_placeholder,1,山陽縣,산양현,행정 지명(치소)
feature:83551f709dcf,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_043,한국어이름,name_en,악주부,岳州府,岳州府,yes,hanja_placeholder,1,岳州府,악주부,행정 지명(치소)
feature:693ee5aa4845,core,place_name,tg_points,tg_points.geojson,TS_011,한국어이름,name_en,협구참,峽口站,峽口站,yes,hanja_placeholder,1,峽口站,협구참,교통 지명
feature:d37466799dd4,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_031,한국어이름,name_en,상주부,常州府,常州府,yes,hanja_placeholder,1,常州府,상주부,행정 지명(치소)
feature:302e60e0248d,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_016,한국어이름,name_en,건녕부,建寧府,建寧府,yes,hanja_placeholder,1,建寧府,건녕부,행정 지명(치소)
feature:ec4f814bcb11,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_022,한국어이름,name_en,건덕현,建德縣,建德縣,yes,hanja_placeholder,1,建德縣,건덕현,행정 지명(치소)
feature:86f62f1cbede,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_017,한국어이름,name_en,건양현,建陽縣,建陽縣,yes,hanja_placeholder,1,建陽縣,건양현,행정 지명(치소)
feature:fad027e4fa4d,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_038,한국어이름,name_en,팽택현,彭澤縣,彭澤縣,yes,hanja_placeholder,1,彭澤縣,팽택현,행정 지명(치소)
feature:5f039cbd14f1,core,place_name,tg_points,tg_points.geojson,TS_016,한국어이름,name_en,서공점역,徐公店驛,徐公店驛,yes,hanja_placeholder,1,徐公店驛,서공점역,교통 지명
feature:b543bfe2d95b,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_066,한국어이름,name_en,덕주,德州,德州,yes,hanja_placeholder,1,德州,덕주,행정 지명(치소)
feature:8e65c3e79fe0,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_008,한국어이름,name_en,혜안현,惠安縣,惠安縣,yes,hanja_placeholder,1,惠安縣,혜안현,행정 지명(치소)
feature:af2ee680f5c8,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_074,한국어이름,name_en,신성현,新城縣,新城縣,yes,hanja_placeholder,1,新城縣,신성현,행정 지명(치소)
feature:14f9f7ec3e77,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_061,한국어이름,name_en,신태현,新太縣,新太縣,yes,hanja_placeholder,1,新太縣,신태현,행정 지명(치소)
feature:8619d7f835e9,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_067,한국어이름,name_en,경주,景州,景州,yes,hanja_placeholder,1,景州,경주,행정 지명(치소)
feature:9fe7d3a1e823,core,place_name,tg_points,tg_points.geojson,TS_014,한국어이름,name_en,이가장역,李家庄驛,李家庄驛,yes,hanja_placeholder,1,李家庄驛,이가장역,교통 지명
feature:c541fca1dfe5,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_027,한국어이름,name_en,항주부,杭州府,杭州府,yes,hanja_placeholder,1,杭州府,항주부,행정 지명(치소)
feature:dd4dcb93c28f,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_037,한국어이름,name_en,동류현,東流縣,東流縣,yes,hanja_placeholder,1,東流縣,동류현,행정 지명(치소)
feature:b4e841735ab2,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_001,한국어이름,name_en,동위,東衛,東衛,yes,hanja_placeholder,1,東衛,동위,특수행정 지명
feature:3fe63cb3492e,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_025,한국어이름,name_en,동로현,桐盧縣,桐盧縣,yes,hanja_placeholder,1,桐盧縣,동로현,행정 지명(치소)
feature:15e03f0d97ca,core,place_name,mg_points,mg_points.geojson,MS_003,한국어이름,name_en,매령,梅嶺,梅嶺,yes,hanja_placeholder,1,梅嶺,매령,산계 지명
feature:15418f177dde,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_041,한국어이름,name_en,무창부,武昌府,武昌府,yes,hanja_placeholder,1,武昌府,무창부,행정 지명(치소)
feature:25519b6deafd,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_014,한국어이름,name_en,수구진,水口鎭,水口鎭,yes,hanja_placeholder,1,水口鎭,수구진,특수행정 지명
